pathway,pval,padj,log2err,ES,NES,size,leadingEdge
PID_PDGFRA_PATHWAY,0.15879017013232513,0.3407084737404455,0.15114876138548375,0.45147313498325375,1.27533805387085,21,
PID_PDGFRB_PATHWAY,0.0046740557028515225,0.024090302760910978,0.40701791892395395,0.37482197768335335,1.5156817017170927,128,
PID_PI3KCI_AKT_PATHWAY,0.7616580310880829,0.9976861004431824,0.0514264916187015,0.2551463584531823,0.8226740504004343,35,
PID_PI3KCI_PATHWAY,6.0090771214640864e-5,7.413698898606317e-4,0.557332238758646,0.5827699954648049,1.9981791432493154,48,
PID_PI3K_PLC_TRK_PATHWAY,0.6751152073732719,0.9365787725021143,0.0709609456938284,-0.26208578352465633,-0.8773290741878701,36,
PID_PLK1_PATHWAY,0.9965457685664939,1,0.03911552476814587,0.16434932383033768,0.5473393545890052,42,
PID_PRL_SIGNALING_EVENTS_PATHWAY,0.17037037037037037,0.3566395663956639,0.14375898903927542,0.44037617912063776,1.275777592957629,23,
PID_PS1_PATHWAY,0.6214788732394366,0.8896296561092444,0.061840603575328466,0.2687115806469731,0.8985880709000094,44,
PID_PTP1B_PATHWAY,7.280818751417004e-6,1.3185629555318503e-4,0.610526878385931,0.6200535126493908,2.1260154200051185,48,
PID_RAC1_PATHWAY,0.2613240418118467,0.49035518872298994,0.10882012676916121,0.32391499116753286,1.138716672036125,54,
PID_RAC1_REG_PATHWAY,0.5334476843910806,0.80506554203975,0.06799225915440577,0.28803114540678254,0.9437597438427137,38,
PID_RAS_PATHWAY,0.7745535714285714,1,0.06266182309324915,-0.2504604673254569,-0.817779164791421,30,
PID_RB_1PATHWAY,0.15198618307426598,0.32969310482263847,0.1473312136993771,0.33767577987011965,1.2137807632589945,62,
PID_REELIN_PATHWAY,0.3008849557522124,0.5454057875618616,0.11524000314778066,-0.3485243868567724,-1.1177137529796692,28,
PID_REG_GR_PATHWAY,0.15916955017301038,0.3411516743121851,0.14375898903927542,0.32819725560629465,1.2010862859961802,70,
PID_RETINOIC_ACID_PATHWAY,0.6877256317689531,0.9463981849120816,0.0582216241124161,0.2791184019702031,0.8552121523005343,30,
PID_RET_PATHWAY,0.733102253032929,0.9827562797012898,0.05334778506754903,0.2544972350432201,0.8384323772356701,39,
PID_RHOA_PATHWAY,0.8341968911917098,1,0.04725873366732593,0.2363801124035575,0.7872264706984882,42,
PID_RHOA_REG_PATHWAY,0.36507936507936506,0.6223373632700058,0.08943668337186206,0.31326406355841496,1.0548037843782203,46,
PID_RHODOPSIN_PATHWAY,0.2642706131078224,0.4954132861109605,0.12098514214525231,-0.38522299309249247,-1.1498285220956053,21,
PID_RXR_VDR_PATHWAY,0.12222222222222222,0.28054263565891474,0.1723243449009459,0.4461499703668381,1.3245104024326053,26,
PID_S1P_META_PATHWAY,0.27599243856332706,0.5125202951307691,0.11056471633661853,0.40674142503977007,1.1489782608174852,21,
PID_S1P_S1P1_PATHWAY,0.04725897920604915,0.13882325141776938,0.2878571172551493,0.5382723023333236,1.5205315606117424,21,
PID_S1P_S1P2_PATHWAY,0.3537037037037037,0.61008364598068765,0.09405034657278127,0.36688330589176443,1.0735690159562912,24,
PID_S1P_S1P3_PATHWAY,0.0020676251410143144,0.012220036013060648,0.4317076958033464,0.5846948512173473,1.777620573422817,29,
PID_SHP2_PATHWAY,0.00975682787267724,0.04142620129036764,0.3807304007227924,0.4742316685713297,1.6575196029973902,52,
PID_SMAD2_3NUCLEAR_PATHWAY,6.219758455412656e-8,2.192464855532961e-6,0.7049757151672383,0.6001397894894022,2.2488132210964196,80,
PID_SMAD2_3PATHWAY,0.24524714828897337,0.4681991012789492,0.11881503941226282,0.4477127181934052,1.1914085938368475,16,
PID_SYNDECAN_1_PATHWAY,4.698037907546083e-4,0.003580666729535123,0.49849310876659025,0.5695890198033643,1.904740753184572,44,
PID_SYNDECAN_2_PATHWAY,0.059245960502693,0.1633401201568659,0.24891111443470243,0.48007516675852024,1.4595502105800244,29,
PID_SYNDECAN_3_PATHWAY,0.4372623574144487,0.7058014079731967,0.08359906036841593,0.3786156592332749,1.0075343671091888,16,
PID_SYNDECAN_4_PATHWAY,7.780863007120572e-4,0.005485508420020003,0.47727081536286214,0.6135913042289504,1.8800291783647844,30,
PID_TAP63_PATHWAY,0.033149377776716636,0.10469899476998182,0.3217759180753611,0.4360364606286022,1.5240209142734633,52,
PID_TCPTP_PATHWAY,3.272991523695213e-4,0.002703299275219394,0.49849310876659025,0.5733232469272616,1.9021933519337093,41,
PID_TCR_CALCIUM_PATHWAY,0.2587800369685767,0.4865064695009242,0.11331290842208036,0.4053122569568071,1.1651349386989351,22,
PID_TCR_PATHWAY,0.008249062451821106,0.036977993775142985,0.3807304007227924,0.4423741836973034,1.5877060986136828,63,
PID_TELOMERASE_PATHWAY,0.04878048780487805,0.14160688665710186,0.27128855468895297,0.38594950818993085,1.3895353223460636,64,
PID_TGFBR_PATHWAY,0.017332618211369225,0.0655451884085112,0.35248785758361917,0.44996554409910633,1.574348308019731,53,
PID_THROMBIN_PAR1_PATHWAY,0.35751295336787564,0.6142128546111284,0.08943668337186206,0.3196807512238106,1.0606487753256175,41,
PID_TNF_PATHWAY,0.04938271604938271,0.14251678579163957,0.27128855468895297,0.42390560957486006,1.4179426640417703,45,
PID_TOLL_ENDOGENOUS_PATHWAY,8.063185998087982e-5,9.005634552523285e-4,0.5384340963099162,0.7177213785777055,2.0792515494469104,23,
PID_TRAIL_PATHWAY,0.05272727272727273,0.15040987913820283,0.26635065708852557,0.49704701809341745,1.5034399464462889,28,
PID_TRKR_PATHWAY,0.9712918660287081,1,0.05524956631252492,-0.18405780105637795,-0.6922337723289321,60,
PID_TXA2PATHWAY,1.2885422801071225e-4,0.0013044012620161331,0.5188480777437918,0.5587207971304546,1.964171785975472,54,
PID_UPA_UPAR_PATHWAY,2.5674460556949136e-4,0.0022326601383003348,0.49849310876659025,0.6234336723460676,2.0101509874344035,35,
PID_VEGFR1_2_PATHWAY,0.007533803971597858,0.034666035058121616,0.40701791892395395,0.4419685990261541,1.6092589651141949,68,
PID_VEGFR1_PATHWAY,0.029791062701387268,0.09752497143041206,0.35248785758361917,0.529052999835864,1.5706292687739294,26,
PID_WNT_CANONICAL_PATHWAY,0.9729206963249516,1,0.045405922659017876,0.20069604872483876,0.5546611866825253,19,
PID_WNT_NONCANONICAL_PATHWAY,0.19148936170212766,0.3876923076923077,0.13145761164276346,0.3883925780662953,1.215080223116935,32,
PID_WNT_SIGNALING_PATHWAY,0.23774954627949182,0.45831797300362975,0.11776578836269024,0.391962638505647,1.1801358730894935,27,
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,1,1,0.03714792211372885,0.12154016266291187,0.4750873282119899,100,
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.6954732510288066,0.9506828806097505,0.06392719333599958,-0.29416956141187645,-0.8358463046744113,18,
REACTOME_ABC_TRANSPORTER_DISORDERS,0.9982964224872232,1,0.03839958133694333,0.153560046786333,0.5701670591608268,76,
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,0.7197696737044146,0.974453590321983,0.05896944666909967,0.2906269706434894,0.8089217944031358,20,
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,0.30916030534351147,0.5560681153895032,0.10395847155995677,0.41416008875534804,1.1150021839821238,17,
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,0.7727272727272727,1,0.06130260753962072,-0.25869441277080957,-0.7870143064814724,23,
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,0.9981949458483754,1,0.04107132824974676,0.15022988915422175,0.46030081118466787,30,
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,0.5574074074074075,0.8286805759623861,0.06961334388509648,0.3231127450755877,0.9360633469993859,23,
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,0.2793791574279379,0.5154153801521022,0.12043337164225933,-0.35730335524833984,-1.1334957463734652,27,
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,0.11149825783972125,0.2610884471834042,0.17520404755855126,0.3644578078326347,1.2812441330265845,54,
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.18782608695652173,0.3826302328711805,0.13145761164276346,0.3668287920513661,1.1933162959478678,37,
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.897119341563786,1,0.051951247619708235,-0.25492728905435313,-0.6813699904010027,15,
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.5108303249097473,0.782902997959504,0.072714107793444685,0.31417580382490773,0.9626271986844246,30,
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,0.9290780141843972,1,0.05676723874874463,-0.20836067750683004,-0.724158824422548,42,
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.026980678936018333,0.09059400845991349,0.35248785758361917,0.6005931763059443,1.616917519209512,17,
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,0.32808988764044944,0.579533686278685,0.11056471633661853,-0.3328732476199718,-1.0782263040747138,29,
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.04538227098822034,0.1341086870220763,0.3217759180753611,0.5160799253394367,1.5101461655628092,24,
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,0.03650268361487312,0.11347448418229848,0.3217759180753611,-0.33665557206880675,-1.3702603882199837,90,
REACTOME_ACTIVATION_OF_SMO,0.009304546944712331,0.04034838831009112,0.3807304007227924,0.6485970205929033,1.7461535143541693,17,
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.077834179357022,0.2003189961548389,0.2089550275493539,0.37766368751511115,1.3527589225052965,59,
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.04036325684036115,0.12276898151444209,0.3217759180753611,0.4781533643272895,1.5001949184158976,33,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.5018518518518519,0.7733454766241652,0.07492788183937392,0.33685257068650787,0.9758678652196038,23,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.32325141776937616,0.5733138352890823,0.10063338942303625,0.39258674414858913,1.1089935933320296,21,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.7810077519379846,1,0.05559470977588687,0.2963167101834626,0.7691439130164919,15,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.34108527131782945,0.5947900402662503,0.09889030075206362,0.40342826125604175,1.0962279551590235,18,
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.990909090909091,1,0.04173970347285044,0.16129221714635955,0.48786765332359494,28,
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,0.09547738693467336,0.2301249838938281,0.18643255843407516,0.30916709311983004,1.2218962590710167,109,
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,0.45925925925925926,0.7276587405278286,0.07955646772359566,0.33734117561484506,0.987123230003846,24,
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,0.6756238003838771,0.9365787725021143,0.06197627360019979,0.30320442132623654,0.843929467478961,20,
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,0.5631929046563193,0.8346417370807615,0.07829552499447937,-0.2939908861908811,-0.9326456471093482,27,
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.17300380228136883,0.3598624928381687,0.1446305280344838,0.48168443024220875,1.28181073797431,16,
REACTOME_AGGREPHAGY,0.1895734597156398,0.38579176234914736,0.1552419662288392,-0.34197803283943673,-1.1732159288593744,40,
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,0.042609832009348016,0.12861132780803208,0.3217759180753611,-0.44377182244431596,-1.4855209500484337,36,
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,0.9738095238095238,1,0.05490737032909582,-0.18611481293729945,-0.6685078432678743,49,
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,8.422278501878214e-5,9.236432090393107e-4,0.5384340963099162,0.6689800598406315,2.033868974741968,29,
REACTOME_AMYLOID_FIBER_FORMATION,0.7236614853195165,0.9784299808361133,0.053787280776029955,0.2559464235242991,0.8523889663566387,42,
REACTOME_ANCHORING_FIBRIL_FORMATION,0.037586684112864366,0.11575056854726093,0.3217759180753611,0.5970956765957349,1.5498704236346645,15,
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,0.9927536231884058,1,0.054680848878544186,-0.1670413514042863,-0.6835944120381092,92,
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,1.4698423411859202e-5,2.397206925128849e-4,0.5933254763964051,0.6729506759454531,2.1318298625618293,34,
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.075046904315197,0.19441284661180955,0.22496609354031374,0.4888417043644578,1.431800226199221,25,
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,8.281380051891687e-9,4.301959005903734e-7,0.7477396631498854,0.5745760086632763,2.245955368412909,100,
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,1,1,0.032142839735294054,0.10043419780285111,0.4497353175287243,297,
REACTOME_ANTIMICROBIAL_PEPTIDES,1.4093898920789796e-8,5.82202602998356e-7,0.7477396631498854,0.7748597754762919,2.4311042949365125,33,
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.9983164983164983,1,0.03784877227050295,0.14617714638904766,0.5485948285745668,79,
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,4.882344562812485e-7,1.2681247588147164e-5,0.6594443980379349,0.48063010047348065,1.9792941185025927,148,
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,0.9314814814814815,1,0.045405922659017876,0.22197244322383525,0.6589820231560498,26,
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,0.7277777777777777,0.9819776714513556,0.05676723874874463,0.27734689678317764,0.8115687748024373,24,
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.986159169550173,1,0.039678720361338855,0.1793681956094949,0.6558626117402572,72,
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,0.6683937823834197,0.9324447536571523,0.0574877409561325,0.23785756666786095,0.9014233853843618,86,
REACTOME_APOPTOSIS,0.009606612660088863,0.04104643591128877,0.3807304007227924,0.34088274922029366,1.421042430373205,168,
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.03111529220169119,0.09954876305695042,0.35248785758361917,0.47200934473920675,1.5354750093828486,37,
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.013588806628602193,0.053864064829037606,0.3807304007227924,0.4642099343260052,1.5527585766392917,45,
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.08139534883720931,0.20489738145789102,0.21925034670375515,0.522271865389065,1.4191594244042796,18,
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.6486013986013986,0.9112734240848122,0.05947602869573201,0.25997863553122535,0.8835469467130704,47,
REACTOME_ARACHIDONIC_ACID_METABOLISM,0.007715981632981358,0.03517632273326836,0.40701791892395395,0.47138134244051155,1.649278325052895,53,
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,1,1,0.06364240816510186,-0.15001585747594964,-0.7097828331061897,290,
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,0.05153718974531898,0.1474411776192169,0.3217759180753611,-0.41255906618821747,-1.422609897167245,41,
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,0.687984496124031,0.9463981849120816,0.061570675542167844,0.32234422150779163,0.8367030523363126,15,
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,1.6753865291496798e-4,0.001613274638312911,0.5188480777437918,0.5342864308675442,1.9054371299093775,58,
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,0.7794117647058824,1,0.05947602869573201,-0.2886252716326458,-0.7822497740540042,16,
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.9811764705882353,1,0.0540088272801684,-0.17447301827254458,-0.5950838334280539,39,
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.45595854922279794,0.7269220686814215,0.0762797180809272,0.27856227866808614,1.0012963776879793,62,
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.4888888888888889,0.7592971413585103,0.0762797180809272,0.32427562695765816,0.9626952139156703,26,
REACTOME_ATTENUATION_PHASE,0.024029476437262623,0.08380598319285586,0.35248785758361917,0.5250487781742581,1.5808366343475435,27,
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.5034843205574913,0.7752558882843118,0.07165273668294567,0.27861580220056686,0.9748264562350822,53,
REACTOME_AURKA_ACTIVATION_BY_TPX2,0.9976415094339622,1,0.05334778506754903,-0.15536525793549896,-0.6040826315984608,70,
REACTOME_AUTOPHAGY,0.9844155844155844,1,0.05846932103863807,-0.1724820866507878,-0.7536345388648985,143,
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.05555555555555555,0.15555555555555553,0.2616635217115731,0.49767875219293833,1.4774867827677476,26,
REACTOME_BASE_EXCISION_REPAIR,1,1,0.03984069460738987,0.1260920728880648,0.4216596555290511,44,
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,0.9656488549618321,1,0.04513442222090974,0.22654079087994305,0.6098933321925805,17,
REACTOME_BASIGIN_INTERACTIONS,0.08148148148148149,0.20489738145789102,0.21392785549235627,0.4900509267214168,1.433980458418535,24,
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,0.9848484848484849,1,0.04999139140245922,-0.16648031355811854,-0.506475524981052,23,
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.7552674230145867,0.9956326132069592,0.04889707722601022,0.21371880984912572,0.8759796431421818,143,
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,0.9885496183206107,1,0.044064034659756106,0.19308870680441748,0.5198335996986608,17,
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.2711571675302245,0.505920839985504,0.10592029273625286,0.33854448858307284,1.1232355899885935,41,
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,1.8082641895357668e-7,5.408353803247885e-6,0.6901324587967956,0.6861290385246026,2.2809641438206247,43,
REACTOME_BIOLOGICAL_OXIDATIONS,0.010244054321973969,0.04293367989719027,0.3807304007227924,0.3389994998082224,1.4166381684183649,172,
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,0.17748091603053434,0.3672403860002881,0.1429011493869481,0.46854457655892134,1.2614161536573956,17,
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.9587378640776699,1,0.05652995250563114,-0.1847229112013968,-0.7292560003292383,75,
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS,0.9631782945736435,1,0.045953808103906306,0.21208081424425038,0.5762831701566955,18,
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.5055555555555555,0.7772326064382139,0.0745500777420554,0.32244771878903417,0.9572686005684962,26,
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.8412098298676749,1,0.05101141320391501,0.25973798485192323,0.7337174915838018,21,
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,0.9358407079646017,1,0.05334778506754903,-0.2071706047970348,-0.6643937782463445,28,
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,0.4847328244274809,0.7552190966218211,0.07829552499447937,0.3612574665204276,0.9725776941970592,17,
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,0.7145454545454546,0.9687587412587414,0.05676723874874463,0.2745525062041366,0.8304510241456935,28,
REACTOME_CA2_PATHWAY,0.17271157167530224,0.3596335891213572,0.1372507796101328,0.3331381080783301,1.1945681838744504,61,
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.8123827392120075,1,0.052269331749930564,0.2637374385289716,0.7724777177796786,25,
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,0.024227264828670995,0.08415475763655751,0.35248785758361917,-0.4335053657240958,-1.494838131790928,41,
REACTOME_CARDIAC_CONDUCTION,0.3669250645994832,0.6249439840546849,0.11237851911047504,-0.24144335717961976,-1.030236290510847,124,
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.0812274368231047,0.20489738145789102,0.2114001893849227,0.45815348016026486,1.4037713783330856,30,
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.9278523489932886,1,0.04107132824974676,0.19568447270478095,0.7616068463621581,98,
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.9018691588785047,1,0.057609110864425044,-0.20890849096580522,-0.755021350461354,50,
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.0011590789463663926,0.0077037772394857205,0.45505986738722953,0.7176412393887789,1.9097155500732697,16,
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.02174849251859064,0.07707634511974493,0.35248785758361917,0.5463734065032678,1.6220493300292884,26,
REACTOME_CA_DEPENDENT_EVENTS,0.4940898345153664,0.7655677655677656,0.08889452886204495,-0.29505162810351354,-0.9780693794337295,35,
REACTOME_CD209_DC_SIGN_SIGNALING,0.3838771593090211,0.6427256255097605,0.09139243259437684,0.3802029265055252,1.0582446387037092,20,
REACTOME_CD28_CO_STIMULATION,0.012271884891149335,0.04974271206391948,0.3807304007227924,0.5226913212277856,1.6399317091686991,33,
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,0.009700106292954886,0.04135639270473638,0.3807304007227924,0.5893250693187001,1.694109212659618,22,
REACTOME_CDC42_GTPASE_CYCLE,2.561180049993138e-4,0.0022326601383003348,0.49849310876659025,0.4070989676574488,1.6736739664412903,153,
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX,0.8615916955017301,1,0.04586203431179851,0.2205935423639338,0.7830040830842899,57,
REACTOME_CELLULAR_HEXOSE_TRANSPORT,0.5,0.7716966379984362,0.0815265143256594,-0.35186937612961605,-0.9730672246508446,17,
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.5274542429284526,0.7996886908915248,0.06705125798294667,0.23598846241041355,0.9707934231480843,155,
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,0.05218855218855219,0.14908857021736907,0.25720646646883816,0.34060594071411304,1.3212024266234084,96,
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.7900172117039587,1,0.04959019569563381,0.229733502322578,0.8416469490516746,71,
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,0.17713365539452497,0.3669064383513036,0.13010563075112855,0.2764648768200324,1.1385165101465105,148,
REACTOME_CELLULAR_SENESCENCE,0.024257374414995553,0.08415475763655751,0.35248785758361917,0.3522825046917638,1.4245705699851767,127,
REACTOME_CELL_CELL_COMMUNICATION,0.27732463295269166,0.5135448643983239,0.10099058745592349,0.2747615840380136,1.0921582597552248,113,
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.573170731707317,0.8437278332514868,0.06523530560177027,0.26578050897538136,0.9299180795004468,53,
REACTOME_CELL_CYCLE_CHECKPOINTS,0.9636913767019667,1,0.03449192150940737,0.1793021092160273,0.7871265275945266,245,
REACTOME_CELL_CYCLE_MITOTIC,0.37333333333333335,0.6331271477663231,0.07871138069864847,0.2211087196069485,1.0288332759664685,483,
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.09830508474576272,0.23521725731895224,0.1847064712077387,0.3452541843068456,1.2790800256846613,75,
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.2693798449612403,0.5035566420014094,0.11378726182188,0.4277265397710959,1.1622532060611588,18,
REACTOME_CELL_JUNCTION_ORGANIZATION,0.2255892255892256,0.4383003260956017,0.11623414877971643,0.30250304622597457,1.1352773732902526,79,
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,3.8530683402465144e-14,8.451063226274023e-12,0.9653277542260832,0.6273250073914787,2.520288416504653,124,
REACTOME_CGMP_EFFECTS,0.7304526748971193,0.982387655122757,0.061570675542167844,-0.30391426284713996,-0.8123024377932814,15,
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,0.34026465028355385,0.5938836601766007,0.09754492162471996,0.3859487229359567,1.0902422648500236,21,
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,2.5236483187079986e-10,1.916031454280611e-8,0.8140358378479079,0.7624414968907292,2.5391904699945806,42,
REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.08225108225108226,0.20630703476955065,0.23112670967383428,-0.45669170002957216,-1.3990880526255527,24,
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.02512598055463164,0.08595959378655607,0.35248785758361917,0.5652083111855791,1.573182696304745,20,
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.007845658969559563,0.03560305932393236,0.3807304007227924,0.4804950766543267,1.6654032764739826,50,
REACTOME_CHROMATIN_MODIFYING_ENZYMES,0.23427672955974843,0.45339437661857196,0.10925003948071095,0.259629424126582,1.0999150681573544,191,
REACTOME_CHROMOSOME_MAINTENANCE,0.9777777777777777,1,0.03951722284739186,0.1829682093153871,0.69780331831337,87,
REACTOME_CILIUM_ASSEMBLY,0.9946380697050938,1,0.05947602869573201,-0.1664597830141556,-0.7525440006045426,188,
REACTOME_CIRCADIAN_CLOCK,0.2027729636048527,0.4039090112572949,0.12563992130984047,0.3183751407871995,1.158989694110518,69,
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.7982646420824295,1,0.05986031177644726,-0.25924580724921625,-0.779496195319922,22,
